,class,sms,length,sw_count,sc_count,hyperlink,digit_count,phone,smileys,weeb,upper_case,tokens,clean_tokens,Lemmatisation
1622,0,"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, being 'SIMPLE' is very difficult.. Gud nte.:-",148,50,11,False,0,False,0,False,12,"['living', 'simple  ', 'loving', 'also', 'simple  ', 'laughing', 'simple  ', 'winning', 'tooo', 'simple  ', ' simple', 'difficult  ', 'gud', 'nte']","['living', 'simple', 'loving', 'also', 'simple', 'laughing', 'simple', 'winning', 'tooo', 'simple', 'simple', 'difficult', 'gud', 'nte']","['live', 'simple', 'love', 'also', 'simple', 'laugh', 'simple', 'win', 'tooo', 'simple', 'simple', 'difficult', 'gud', 'nte']"
1623,1,U have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094599,132,41,0,False,12,True,0,False,5,"['secret', 'admirer', 'looking', 'make', 'contact', 'u find', 'r reveal', 'thinks', 'special call', '           ']","['secret', 'admirer', 'looking', 'make', 'contact', 'u find', 'r reveal', 'thinks', 'special call']","['secret', 'admirer', 'look', 'make', 'contact', 'u find', 'r reveal', 'think', 'special call']"
1624,0,"Ah, well that confuses things, doesn‘t it?",42,15,1,False,0,False,0,False,1,"['well', 'confuses', 'things']","['well', 'confuses', 'things']","['well', 'confuse', 'thing']"
1625,1,500 free text msgs. Just text ok to 80488 and we'll credit your account,71,22,1,False,8,False,0,False,1,"['   ', 'free', 'text', 'msgs', 'text', '     ', ' ll', 'credit', 'account']","['free', 'text', 'msgs', 'text', 'll', 'credit', 'account']","['free', 'text', 'msg', 'text', 'll', 'credit', 'account']"
1626,0,Hi Dear Call me its urgnt. I don't know whats your problem. You don't want to work or if you have any other problem at least tell me. Wating for your reply.,156,53,4,False,0,False,0,False,6,"['dear', 'call', 'urgnt', 'n t', 'know', 'whats', 'problem', 'n t', 'want', 'work', 'problem', 'least', 'tell', 'wating', 'reply']","['dear', 'call', 'urgnt', 'n t', 'know', 'whats', 'problem', 'n t', 'want', 'work', 'problem', 'least', 'tell', 'wating', 'reply']","['dear', 'call', 'urgnt', 'n t', 'know', 'whats', 'problem', 'n t', 'want', 'work', 'problem', 'least', 'tell', 'wating', 'reply']"
1627,0,Dear how you. Are you ok?,25,7,2,False,0,False,0,False,2,['dear'],['dear'],['dear']
1628,1,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth £350! To Claim, Call London 02072069400. Bx 526, SW73SS",146,37,2,False,23,True,0,False,23,"['selected', 'stay', '   ', 'top', 'british', 'hotels', 'nothing', 'holiday', 'worth', '    ', 'claim', 'call', 'london', '           ', '   ', 'sw  ss']","['selected', 'stay', 'top', 'british', 'hotels', 'nothing', 'holiday', 'worth', 'claim', 'call', 'london', 'sw  ss']","['select', 'stay', 'top', 'british', 'hotel', 'nothing', 'holiday', 'worth', 'claim', 'call', 'london', 'sw  ss']"
1629,0,Yes princess! I want to make you happy...,41,14,3,False,0,False,0,False,2,"['yes', 'princess', 'want', 'make', 'happy', '   ']","['yes', 'princess', 'want', 'make', 'happy']","['yes', 'princess', 'want', 'make', 'happy']"
1630,0,Sounds like you have many talents! would you like to go on a dinner date next week?,83,30,1,False,0,False,0,False,1,"['sounds', 'like', 'many', 'talents', 'would', 'like', 'dinner', 'date', 'next', 'week']","['sounds', 'like', 'many', 'talents', 'would', 'like', 'dinner', 'date', 'next', 'week']","['sound', 'like', 'many', 'talent', 'would', 'like', 'dinner', 'date', 'next', 'week']"
1631,0,I am going to film 2day da. At 6pm. Sorry da.,45,19,3,False,2,False,0,False,3,"['going', 'film', ' day', ' pm', 'sorry']","['going', 'film', 'day', 'pm', 'sorry']","['go', 'film', 'day', 'pm', 'sorry']"
1632,0,We not watching movie already. Xy wants 2 shop so i'm shopping w her now.,73,26,2,False,1,False,0,False,2,"['watching', 'movie', 'already', 'wants', 'shop', 'shopping']","['watching', 'movie', 'already', 'wants', 'shop', 'shopping']","['watch', 'movie', 'already', 'want', 'shop', 'shop']"
1633,0,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss,158,57,6,False,0,False,0,False,4,"['hello', 'little', 'party', 'animal', 'thought', 'buzz', 'friends', '   ', ' grins ', '   ', 'reminding', 'loved', 'send', 'naughty', 'adoring', 'kiss']","['hello', 'little', 'party', 'animal', 'thought', 'buzz', 'friends', 'grins', 'reminding', 'loved', 'send', 'naughty', 'adoring', 'kiss']","['hello', 'little', 'party', 'animal', 'think', 'buzz', 'friend', 'grin', 'remind', 'love', 'send', 'naughty', 'adore', 'kiss']"
1634,0,Yesterday its with me only . Now am going home.,47,20,2,False,0,False,0,False,2,"['yesterday', 'going', 'home']","['yesterday', 'going', 'home']","['yesterday', 'go', 'home']"
1635,1,"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",161,19,3,True,19,True,0,False,66,"['eerie', 'nokia', 'tones', 'rply', 'tone', 'title', '    ', 'tone', 'dracula', '    ', 'titles', 'ghost', 'addamsfa', 'munsters', 'exorcist', 'twilight', 'www getzed co uk', 'pobox     w  wq', '   p']","['eerie', 'nokia', 'tones', 'rply', 'tone', 'title', 'tone', 'dracula', 'titles', 'ghost', 'addamsfa', 'munsters', 'exorcist', 'twilight', 'www getzed co uk', 'pobox     w  wq', 'p']","['eerie', 'nokia', 'tone', 'rply', 'tone', 'title', 'tone', 'dracula', 'title', 'ghost', 'addamsfa', 'munsters', 'exorcist', 'twilight', 'www getzed co uk', 'pobox     w  wq', 'p']"
1636,0,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for",159,55,6,False,0,False,0,False,4,"['come', 'life', 'brought', 'sun', '  shiny', 'warming', 'heart', 'putting', 'constant', 'smile', 'face', '   ', 'making', 'feel', 'loved', 'cared']","['come', 'life', 'brought', 'sun', 'shiny', 'warming', 'heart', 'putting', 'constant', 'smile', 'face', 'making', 'feel', 'loved', 'cared']","['come', 'life', 'bring', 'sun', 'shiny', 'warm', 'heart', 'put', 'constant', 'smile', 'face', 'make', 'feel', 'love', 'care']"
1637,0,"No shit, but I wasn't that surprised, so I went and spent the evening with that french guy I met in town here and we fooled around a bit but I didn't let him fuck me",165,55,0,False,0,False,0,False,5,"['shit', 'n t', 'surprised', 'went', 'spent', 'evening', 'french', 'guy', 'met', 'town', 'fooled', 'around', 'bit', 'n t', 'let', 'fuck']","['shit', 'n t', 'surprised', 'went', 'spent', 'evening', 'french', 'guy', 'met', 'town', 'fooled', 'around', 'bit', 'n t', 'let', 'fuck']","['shit', 'n t', 'surprise', 'go', 'spend', 'even', 'french', 'guy', 'meet', 'town', 'fool', 'around', 'bite', 'n t', 'let', 'fuck']"
1638,1,"0A$NETWORKS allow companies to bill for SMS, so they are responsible for their ""suppliers"", just as a shop has to give a guarantee on what they sell. B. G.",155,48,4,False,1,False,0,False,14,"['networks', 'allow', 'companies', 'bill', 'sms', 'responsible', 'suppliers', 'shop', 'give', 'guarantee', 'sell']","['networks', 'allow', 'companies', 'bill', 'sms', 'responsible', 'suppliers', 'shop', 'give', 'guarantee', 'sell']","['network', 'allow', 'company', 'bill', 'sm', 'responsible', 'supplier', 'shop', 'give', 'guarantee', 'sell']"
1639,0,Great comedy..cant stop laughing da:),37,15,2,False,0,False,2,True,1,"['great', 'comedy  cant', 'stop', 'laughing']","['great', 'comedy  cant', 'stop', 'laughing']","['great', 'comedy  cant', 'stop', 'laugh']"
1640,1,FreeMsg:Feelin kinda lnly hope u like 2 keep me company! Jst got a cam moby wanna c my pic?Txt or reply DATE to 82242 Msg150p 2rcv Hlp 08712317606 stop to 82242,160,39,1,False,26,True,0,False,11,"['freemsg', 'feelin', 'kinda', 'lnly', 'hope', 'like', 'keep', 'company', 'jst', 'got', 'cam', 'moby', 'wan', 'pic', 'txt', 'reply', 'date', '     ', 'msg   p', ' rcv', 'hlp', '           ', 'stop', '     ']","['freemsg', 'feelin', 'kinda', 'lnly', 'hope', 'like', 'keep', 'company', 'jst', 'got', 'cam', 'moby', 'wan', 'pic', 'txt', 'reply', 'date', 'msg   p', 'rcv', 'hlp', 'stop']","['freemsg', 'feelin', 'kinda', 'lnly', 'hope', 'like', 'keep', 'company', 'jst', 'get', 'cam', 'moby', 'wan', 'pic', 'txt', 'reply', 'date', 'msg   p', 'rcv', 'hlp', 'stop']"
1641,0,"Alright, we're all set here, text the man",41,10,0,False,0,False,0,False,1,"['alright', ' re', 'set', 'text', 'man']","['alright', 're', 'set', 'text', 'man']","['alright', 're', 'set', 'text', 'man']"
1642,0,"Hi , where are you? We're at  and they're not keen to go out i kind of am but feel i shouldn't so can we go out tomo, don't mind do you?",136,49,2,False,0,False,0,False,2,"[' re', ' re', 'keen', 'kind', 'feel', 'n t', 'tomo', 'n t', 'mind']","['re', 're', 'keen', 'kind', 'feel', 'n t', 'tomo', 'n t', 'mind']","['re', 're', 'keen', 'kind', 'feel', 'n t', 'tomo', 'n t', 'mind']"
1643,0,Sleeping nt feeling well,24,3,0,False,0,False,0,False,1,"['sleeping', 'feeling', 'well']","['sleeping', 'feeling', 'well']","['sleep', 'feel', 'well']"
1644,0,U WILL SWITCH YOUR FONE ON DAMMIT!!,35,0,0,False,0,False,0,False,27,"['switch', 'fone', 'dammit']","['switch', 'fone', 'dammit']","['switch', 'fone', 'dammit']"
1645,0,India have to take lead:),25,10,0,False,0,False,2,True,1,"['india', 'take', 'lead']","['india', 'take', 'lead']","['india', 'take', 'lead']"
1646,0,I.ll post her out l8r. In class,31,8,2,False,1,False,0,False,2,"['i ll', 'post', 'l r', 'class']","['i ll', 'post', 'l r', 'class']","['i ll', 'post', 'l r', 'class']"
1647,0,Thts wat Wright Brother did to fly..,36,14,2,False,0,False,0,False,3,"['thts', 'wat', 'wright', 'brother', 'fly  ']","['thts', 'wat', 'wright', 'brother', 'fly']","['thts', 'wat', 'wright', 'brother', 'fly']"
1648,0,"Evening * v good if somewhat event laden. Will fill you in, don't you worry … Head * ok but throat * wrecked. See you at six then!",130,41,2,False,0,False,0,False,4,"['evening', 'good', 'somewhat', 'event', 'laden', 'fill', 'n t', 'worry', 'head', 'throat', 'wrecked', 'see', 'six']","['evening', 'good', 'somewhat', 'event', 'laden', 'fill', 'n t', 'worry', 'head', 'throat', 'wrecked', 'see', 'six']","['even', 'good', 'somewhat', 'event', 'lade', 'fill', 'n t', 'worry', 'head', 'throat', 'wreck', 'see', 'six']"
1649,0,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:),156,41,10,False,0,False,2,True,16,"['laugh', 'really', 'loud  ', 'talk', 'spontaneously  ', 'dont', 'care', 'others', 'feel  ', 'probably', 'dear', 'amp', 'best', 'friends  ', 'goodevening', 'dear  ']","['laugh', 'really', 'loud', 'talk', 'spontaneously', 'dont', 'care', 'others', 'feel', 'probably', 'dear', 'amp', 'best', 'friends', 'goodevening', 'dear']","['laugh', 'really', 'loud', 'talk', 'spontaneously', 'dont', 'care', 'others', 'feel', 'probably', 'dear', 'amp', 'best', 'friend', 'goodevening', 'dear']"
1650,0,ITS A LAPTOP TAKE IT WITH YOU.,30,0,1,False,0,False,0,False,23,"['laptop', 'take']","['laptop', 'take']","['laptop', 'take']"
1651,0,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.,118,42,4,False,0,False,0,False,1,"['dont', 'file', 'bag  i', 'work', 'called', 'me i', ' ll', 'tell', 'find', 'anything', 'room']","['dont', 'file', 'bag  i', 'work', 'called', 'me i', 'll', 'tell', 'find', 'anything', 'room']","['dont', 'file', 'bag  i', 'work', 'call', 'me i', 'll', 'tell', 'find', 'anything', 'room']"
1652,0,I wan but too early lei... Me outside now wun b home so early... Neva mind then...,82,25,9,False,0,False,0,False,3,"['wan', 'early', 'lei', '   ', 'outside', 'wun', 'home', 'early', '   ', 'neva', 'mind', '   ']","['wan', 'early', 'lei', 'outside', 'wun', 'home', 'early', 'neva', 'mind']","['wan', 'early', 'lei', 'outside', 'wun', 'home', 'early', 'neva', 'mind']"
1653,1,"For ur chance to win a £250 cash every wk TXT: ACTION to 80608. T's&C's www.movietrivia.tv custcare 08712405022, 1x150p/wk",122,24,4,True,23,True,0,False,12,"['chance', 'win', '    ', 'cash', 'every', 'txt', 'action', '     ', 'www movietrivia tv', 'custcare', '           ', ' x   p wk']","['chance', 'win', 'cash', 'every', 'txt', 'action', 'www movietrivia tv', 'custcare', 'x   p wk']","['chance', 'win', 'cash', 'every', 'txt', 'action', 'www movietrivia tv', 'custcare', 'x   p wk']"
1654,0,I was at bugis juz now wat... But now i'm walking home oredi... Ü so late then reply... I oso saw a top dat i like but din buy... Where r ü now? ,145,44,13,False,0,False,0,False,5,"['bugis', 'juz', 'wat', '   ', 'walking', 'home', 'oredi', '   ', 'late', 'reply', '   ', 'oso', 'saw', 'top', 'dat', 'like', 'din', 'buy', '   ']","['bugis', 'juz', 'wat', 'walking', 'home', 'oredi', 'late', 'reply', 'oso', 'saw', 'top', 'dat', 'like', 'din', 'buy']","['bugis', 'juz', 'wat', 'walk', 'home', 'oredi', 'late', 'reply', 'oso', 'saw', 'top', 'dat', 'like', 'din', 'buy']"
1655,0,"Wishing you and your family Merry ""X"" mas and HAPPY NEW Year in advance..",73,24,2,False,0,False,0,False,12,"['wishing', 'family', 'merry', 'mas', 'happy', 'new', 'year', 'advance  ']","['wishing', 'family', 'merry', 'mas', 'happy', 'new', 'year', 'advance']","['wish', 'family', 'merry', 'ma', 'happy', 'new', 'year', 'advance']"
1656,0,At 7 we will go ok na.,22,5,1,False,1,False,0,False,1,[],[],[]
1657,0,Yes I posted a couple of pics on fb. There's still snow outside too. I'm just waking up :),90,30,2,False,0,False,2,True,4,"['yes', 'posted', 'couple', 'pics', 'still', 'snow', 'outside', 'waking']","['yes', 'posted', 'couple', 'pics', 'still', 'snow', 'outside', 'waking']","['yes', 'post', 'couple', 'pic', 'still', 'snow', 'outside', 'wake']"
1658,0,S:-)if we have one good partnership going we will take lead:),61,17,0,False,0,False,3,True,1,"['one', 'good', 'partnership', 'going', 'take', 'lead']","['one', 'good', 'partnership', 'going', 'take', 'lead']","['one', 'good', 'partnership', 'go', 'take', 'lead']"
1659,1,RGENT! This is the 2nd attempt to contact U!U have WON £1250 CALL 09071512433 b4 050703 T&CsBCM4235WC1N3XX. callcost 150ppm mobilesvary. max£7. 50,146,32,5,False,35,True,0,False,25,"['rgent', ' nd', 'attempt', 'contact', '     ', 'call', '           ', '      ', 'csbcm    wc n xx', 'callcost', '   ppm', 'mobilesvary', 'max  ']","['rgent', 'nd', 'attempt', 'contact', 'call', 'csbcm    wc n xx', 'callcost', 'ppm', 'mobilesvary', 'max']","['rgent', 'nd', 'attempt', 'contact', 'call', 'csbcm    wc n xx', 'callcost', 'ppm', 'mobilesvary', 'max']"
1660,0,"Yeah, where's your class at?",28,9,1,False,0,False,0,False,1,"['yeah', 'class']","['yeah', 'class']","['yeah', 'class']"
1661,0,No just send to you. Bec you in temple na.,42,15,2,False,0,False,0,False,2,"['send', 'bec', 'temple']","['send', 'bec', 'temple']","['send', 'bec', 'temple']"
1662,0,"You aren't coming home between class, right? I need to work out and shower!",75,24,1,False,0,False,0,False,2,"['n t', 'coming', 'home', 'class', 'right', 'need', 'work', 'shower']","['n t', 'coming', 'home', 'class', 'right', 'need', 'work', 'shower']","['n t', 'come', 'home', 'class', 'right', 'need', 'work', 'shower']"
1663,1,Hi if ur lookin 4 saucy daytime fun wiv busty married woman Am free all next week Chat now 2 sort time 09099726429 JANINExx Calls£1/minMobsmoreLKPOBOX177HP51FL,159,45,1,False,19,True,0,False,22,"['lookin', 'saucy', 'daytime', 'fun', 'wiv', 'busty', 'married', 'woman', 'free', 'next', 'week', 'chat', 'sort', 'time', '           ', 'janinexx', 'calls   minmobsmorelkpobox   hp  fl']","['lookin', 'saucy', 'daytime', 'fun', 'wiv', 'busty', 'married', 'woman', 'free', 'next', 'week', 'chat', 'sort', 'time', 'janinexx', 'calls   minmobsmorelkpobox   hp  fl']","['lookin', 'saucy', 'daytime', 'fun', 'wiv', 'busty', 'marry', 'woman', 'free', 'next', 'week', 'chat', 'sort', 'time', 'janinexx', 'calls   minmobsmorelkpobox   hp  fl']"
1664,0,S but mostly not like that.,27,12,1,False,0,False,0,False,1,"['mostly', 'like']","['mostly', 'like']","['mostly', 'like']"
1665,0,Ü v ma fan...,13,3,3,False,0,False,0,False,1,"['fan', '   ']",['fan'],['fan']
1666,0,Dunno cos i was v late n when i reach they inside already... But we ate spageddies lor... It's e gals who r laughing at me lor...,129,41,9,False,0,False,0,False,3,"['dunno', 'cos', 'late', 'reach', 'inside', 'already', '   ', 'ate', 'spageddies', 'lor', '   ', 'gals', 'laughing', 'lor', '   ']","['dunno', 'cos', 'late', 'reach', 'inside', 'already', 'ate', 'spageddies', 'lor', 'gals', 'laughing', 'lor']","['dunno', 'co', 'late', 'reach', 'inside', 'already', 'eat', 'spageddies', 'lor', 'gal', 'laugh', 'lor']"
1667,0,Guess who spent all last night phasing in and out of the fourth dimension,73,29,0,False,0,False,0,False,1,"['guess', 'spent', 'last', 'night', 'phasing', 'fourth', 'dimension']","['guess', 'spent', 'last', 'night', 'phasing', 'fourth', 'dimension']","['guess', 'spend', 'last', 'night', 'phase', 'fourth', 'dimension']"
1668,0,So now my dad is gonna call after he gets out of work and ask all these crazy questions.,88,34,1,False,0,False,0,False,1,"['dad', 'gon', 'call', 'gets', 'work', 'ask', 'crazy', 'questions']","['dad', 'gon', 'call', 'gets', 'work', 'ask', 'crazy', 'questions']","['dad', 'gon', 'call', 'get', 'work', 'ask', 'crazy', 'question']"
1669,0,"Yes..but they said its IT.,",27,11,3,False,0,False,0,False,3,"['yes  but', 'said', 'it ']","['yes  but', 'said', 'it']","['yes  but', 'say', 'it']"
1670,0,"Very hurting n meaningful lines ever: ""I compromised everything for my love, But at d end my love compromised me for everything:-("".. Gud mornin:-)",147,46,2,False,0,False,2,True,4,"['hurting', 'meaningful', 'lines', 'ever', 'compromised', 'everything', 'love', 'end', 'love', 'compromised', 'everything', 'gud', 'mornin']","['hurting', 'meaningful', 'lines', 'ever', 'compromised', 'everything', 'love', 'end', 'love', 'compromised', 'everything', 'gud', 'mornin']","['hurt', 'meaningful', 'line', 'ever', 'compromise', 'everything', 'love', 'end', 'love', 'compromise', 'everything', 'gud', 'mornin']"
1671,0,Lmao!nice 1,11,4,0,False,1,False,0,False,1,"['lmao', 'nice']","['lmao', 'nice']","['lmao', 'nice']"
1672,0,Glad to see your reply.,23,8,1,False,0,False,0,False,1,"['glad', 'see', 'reply']","['glad', 'see', 'reply']","['glad', 'see', 'reply']"
1673,1,URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,157,44,5,False,18,True,0,False,23,"['urgent', 'trying', 'contact', 'todays', 'draw', 'shows', '    ', 'prize', 'guaranteed', 'call', '           ', 'land', 'line', 'claim', 'a  ', 'valid', '  hrs']","['urgent', 'trying', 'contact', 'todays', 'draw', 'shows', 'prize', 'guaranteed', 'call', 'land', 'line', 'claim', 'a', 'valid', 'hrs']","['urgent', 'try', 'contact', 'today', 'draw', 'show', 'prize', 'guarantee', 'call', 'land', 'line', 'claim', 'a', 'valid', 'hr']"
1674,1,Monthly password for wap. mobsi.com is 391784. Use your wap phone not PC.,73,25,4,False,6,False,0,False,4,"['monthly', 'password', 'wap', 'mobsi com', '      ', 'use', 'wap', 'phone']","['monthly', 'password', 'wap', 'mobsi com', 'use', 'wap', 'phone']","['monthly', 'password', 'wap', 'mobsi com', 'use', 'wap', 'phone']"
1675,0,Nah dub but je still buff,25,6,0,False,0,False,0,False,1,"['nah', 'dub', 'still', 'buff']","['nah', 'dub', 'still', 'buff']","['nah', 'dub', 'still', 'buff']"
1676,0,"Painful words- ""I thought being Happy was the most toughest thing on Earth... But, the toughest is acting Happy with all unspoken pain inside..""",144,51,5,False,0,False,0,False,6,"['painful', 'words ', 'thought', 'happy', 'toughest', 'thing', 'earth', '   ', 'toughest', 'acting', 'happy', 'unspoken', 'pain', 'inside  ']","['painful', 'words', 'thought', 'happy', 'toughest', 'thing', 'earth', 'toughest', 'acting', 'happy', 'unspoken', 'pain', 'inside']","['painful', 'word', 'think', 'happy', 'tough', 'thing', 'earth', 'tough', 'act', 'happy', 'unspoken', 'pain', 'inside']"
1677,0,"Yeah, that's fine! It's £6 to get in, is that ok? ",50,18,2,False,1,False,0,False,2,"['yeah', 'fine', 'get']","['yeah', 'fine', 'get']","['yeah', 'fine', 'get']"
1678,0,Lol where do u come up with these ideas?,40,13,1,False,0,False,0,False,1,"['lol', 'come', 'ideas']","['lol', 'come', 'ideas']","['lol', 'come', 'idea']"
1679,0,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",156,60,4,False,0,False,0,False,4,"['many', 'people', 'seems', 'special', 'first', 'sight', 'remain', 'special', 'till', 'last', 'sight  ', 'maintain', 'till', 'life', 'ends  ', 'jas']","['many', 'people', 'seems', 'special', 'first', 'sight', 'remain', 'special', 'till', 'last', 'sight', 'maintain', 'till', 'life', 'ends', 'jas']","['many', 'people', 'seem', 'special', 'first', 'sight', 'remain', 'special', 'till', 'last', 'sight', 'maintain', 'till', 'life', 'end', 'jas']"
1680,0,"Today is ""song dedicated day.."" Which song will u dedicate for me? Send this to all ur valuable frnds but first rply me...",122,45,6,False,0,False,0,False,3,"['today', 'song', 'dedicated', 'day  ', 'song', 'dedicate', 'send', 'valuable', 'frnds', 'first', 'rply', '   ']","['today', 'song', 'dedicated', 'day', 'song', 'dedicate', 'send', 'valuable', 'frnds', 'first', 'rply']","['today', 'song', 'dedicate', 'day', 'song', 'dedicate', 'send', 'valuable', 'frnds', 'first', 'rply']"
1681,0,Okay... We wait ah,18,6,3,False,0,False,0,False,2,"['okay', '   ', 'wait']","['okay', 'wait']","['okay', 'wait']"
1682,0,Y lei?,6,1,1,False,0,False,0,False,1,['lei'],['lei'],['lei']
1683,0,HI BABE U R MOST LIKELY TO BE IN BED BUT IM SO SORRY ABOUT TONIGHT! I REALLY WANNA SEE U TOMORROW SO CALL ME AT 9. LOVE ME XXX,126,0,1,False,1,False,0,False,94,"['babe', 'likely', 'bed', 'sorry', 'tonight', 'really', 'wan', 'see', 'tomorrow', 'call', 'love', 'xxx']","['babe', 'likely', 'bed', 'sorry', 'tonight', 'really', 'wan', 'see', 'tomorrow', 'call', 'love', 'xxx']","['babe', 'likely', 'bed', 'sorry', 'tonight', 'really', 'wan', 'see', 'tomorrow', 'call', 'love', 'xxx']"
1684,0,Already am squatting is the new way of walking,46,18,0,False,0,False,0,False,1,"['already', 'squatting', 'new', 'way', 'walking']","['already', 'squatting', 'new', 'way', 'walking']","['already', 'squat', 'new', 'way', 'walk']"
1685,0,Do you want bold 2 or bb torch,30,10,0,False,1,False,0,False,1,"['want', 'bold', 'torch']","['want', 'bold', 'torch']","['want', 'bold', 'torch']"
1686,0,Cramps stopped. Going back to sleep,35,13,1,False,0,False,0,False,2,"['cramps', 'stopped', 'going', 'back', 'sleep']","['cramps', 'stopped', 'going', 'back', 'sleep']","['cramp', 'stop', 'go', 'back', 'sleep']"
1687,1,todays vodafone numbers ending with 0089(my last four digits) are selected to received a £350 award. If your number matches please call 09063442151 to claim your £350 award,172,59,3,False,21,True,0,False,1,"['todays', 'vodafone', 'numbers', 'ending', '    ', 'last', 'four', 'digits', 'selected', 'received', '    ', 'award', 'number', 'matches', 'please', 'call', '           ', 'claim', '    ', 'award']","['todays', 'vodafone', 'numbers', 'ending', 'last', 'four', 'digits', 'selected', 'received', 'award', 'number', 'matches', 'please', 'call', 'claim', 'award']","['today', 'vodafone', 'number', 'end', 'last', 'four', 'digit', 'select', 'receive', 'award', 'number', 'match', 'please', 'call', 'claim', 'award']"
1688,1,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,114,24,1,False,18,True,0,False,9,"['free', 'top', 'ringtone', ' sub', 'weekly', 'ringtone get', ' st', 'week', 'free send', 'subpoly', '      ', 'per', 'week stop', 'sms            ']","['free', 'top', 'ringtone', 'sub', 'weekly', 'ringtone get', 'st', 'week', 'free send', 'subpoly', 'per', 'week stop', 'sms']","['free', 'top', 'ringtone', 'sub', 'weekly', 'ringtone get', 'st', 'week', 'free send', 'subpoly', 'per', 'week stop', 'sm']"
1689,0,Nan sonathaya soladha. Why boss?,32,17,2,False,0,False,0,False,2,"['nan', 'sonathaya', 'soladha', 'boss']","['nan', 'sonathaya', 'soladha', 'boss']","['nan', 'sonathaya', 'soladha', 'bos']"
1690,0,Bring tat cd don forget,23,9,0,False,0,False,0,False,1,"['bring', 'tat', 'forget']","['bring', 'tat', 'forget']","['bring', 'tat', 'forget']"
1691,1,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. £1.50 SP:Tyrone,125,30,4,False,8,False,0,False,14,"['sunshine', 'quiz', 'wkly', 'win', 'top', 'sony', 'dvd', 'player', 'know', 'country', 'algarve', 'txt', 'ansr', '     ', '     ', 'tyrone']","['sunshine', 'quiz', 'wkly', 'win', 'top', 'sony', 'dvd', 'player', 'know', 'country', 'algarve', 'txt', 'ansr', 'tyrone']","['sunshine', 'quiz', 'wkly', 'win', 'top', 'sony', 'dvd', 'player', 'know', 'country', 'algarve', 'txt', 'ansr', 'tyrone']"
1692,0,I don't know but I'm raping dudes at poker,42,14,0,False,0,False,0,False,2,"['n t', 'know', 'raping', 'dudes', 'poker']","['n t', 'know', 'raping', 'dudes', 'poker']","['n t', 'know', 'rap', 'dude', 'poker']"
1693,0,Weightloss! No more girl friends. Make loads of money on ebay or something. And give thanks to God.,99,39,3,False,0,False,0,False,5,"['weightloss', 'girl', 'friends', 'make', 'loads', 'money', 'ebay', 'something', 'give', 'thanks', 'god']","['weightloss', 'girl', 'friends', 'make', 'loads', 'money', 'ebay', 'something', 'give', 'thanks', 'god']","['weightloss', 'girl', 'friend', 'make', 'load', 'money', 'ebay', 'something', 'give', 'thank', 'god']"
1694,0,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,96,32,4,False,1,False,0,False,4,"['gr ', 'see', 'message', 'leaving', 'congrats', 'dear', 'school', 'wat', 'plans']","['gr', 'see', 'message', 'leaving', 'congrats', 'dear', 'school', 'wat', 'plans']","['gr', 'see', 'message', 'leave', 'congrats', 'dear', 'school', 'wat', 'plan']"
1695,0,Ü eatin later but i'm eatin wif my frens now lei... Ü going home first? ,72,24,4,False,0,False,0,False,2,"['eatin', 'later', 'eatin', 'wif', 'frens', 'lei', '   ', 'going', 'home', 'first']","['eatin', 'later', 'eatin', 'wif', 'frens', 'lei', 'going', 'home', 'first']","['eatin', 'late', 'eatin', 'wif', 'frens', 'lei', 'go', 'home', 'first']"
1696,0,Finish already... Yar they keep saying i mushy... I so embarrassed ok...,72,27,9,False,0,False,0,False,3,"['finish', 'already', '   ', 'yar', 'keep', 'saying', 'mushy', '   ', 'embarrassed', '   ']","['finish', 'already', 'yar', 'keep', 'saying', 'mushy', 'embarrassed']","['finish', 'already', 'yar', 'keep', 'say', 'mushy', 'embarrass']"
